,0,1
1423,H13,Player 2
1424,D12,player 1
1425,C10,player 1
1426,H12,Player 2
1427,S4,player 1
1428,C12,player 1
1429,H10,Player 2
1430,D5,Player 2
1431,H9,Player 2
1432,S5,Player 2
1433,H11,Player 2
1434,C7,player 1
1435,H13,Player 2
1436,H4,player 1
1437,H7,Player 2
1438,Tie,Tie
1439,D7,player 1
1440,H6,Player 2
1441,S11,Player 2
1442,H7,player 1
1443,C13,Player 2
1444,H12,Player 2
1445,D4,Player 2
1446,S12,Player 2
1447,S9,player 1
1448,S5,Player 2
1449,H10,Player 2
1450,H6,Player 2
1451,H12,player 1
1452,D10,player 1
1453,D11,Player 2
1454,D7,player 1
1455,S13,Player 2
1456,D11,Player 2
1457,H12,Player 2
1458,S7,player 1
1459,C12,Player 2
1460,C10,player 1
1461,C10,player 1
1462,D12,Player 2
1463,S7,player 1
1464,C8,player 1
1465,C9,Player 2
1466,C10,player 1
1467,S9,player 1
1468,S3,Player 2
1469,S6,Player 2
1470,C13,Player 2
1471,H10,Player 2
1472,D9,player 1
1473,Tie,Tie
1474,H10,player 1
1475,D2,Player 2
1476,S10,player 1
1477,D10,player 1
1478,S12,Player 2
1479,D10,Player 2
1480,S5,player 1
1481,D7,player 1
1482,C13,player 1
1483,D12,Player 2
1484,C7,player 1
1485,H9,player 1
1486,H12,Player 2
1487,Tie,Tie
1488,D13,player 1
1489,S9,Player 2
1490,D12,Player 2
1491,C10,Player 2
1492,D13,Player 2
1493,D8,player 1
1494,S10,Player 2
1495,D8,Player 2
1496,D8,player 1
1497,S9,player 1
1498,C13,player 1
1499,S8,Player 2
1500,S13,Player 2
1501,D13,Player 2
1502,D12,player 1
1503,D2,player 1
1504,C5,player 1
1505,D9,player 1
1506,H10,Player 2
1507,H13,Player 2
1508,C12,player 1
1509,D12,player 1
1510,C13,player 1
1511,D13,Player 2
1512,H8,player 1
1513,S7,player 1
1514,C8,player 1
1515,H5,player 1
1516,C3,Player 2
1517,C5,Player 2
1518,C2,Player 2
1519,Tie,Tie
1520,H12,Player 2
1521,H5,Player 2
1522,S13,Player 2
1523,H12,Player 2
1524,S11,player 1
1525,D13,player 1
1526,D8,player 1
1527,H6,Player 2
1528,Tie,Tie
1529,S7,player 1
1530,C8,Player 2
1531,S8,Player 2
1532,C10,player 1
1533,D13,player 1
1534,C11,player 1
1535,S9,Player 2
1536,H13,Player 2
1537,D12,Player 2
1538,D5,player 1
1539,D4,Player 2
1540,H12,Player 2
1541,S13,Player 2
1542,Tie,Tie
1543,C9,Player 2
1544,C9,player 1
1545,D7,Player 2
1546,H12,Player 2
1547,H3,player 1
1548,H7,Player 2
1549,H11,Player 2
1550,C12,player 1
1551,Tie,Tie
1552,H10,Player 2
1553,C13,Player 2
1554,D13,Player 2
1555,H7,Player 2
1556,H8,Player 2
1557,H10,Player 2
1558,C10,Player 2
1559,C6,Player 2
1560,S13,player 1
1561,H12,Player 2
1562,S11,player 1
1563,D10,player 1
1564,H12,player 1
1565,Tie,Tie
1566,H5,Player 2
1567,H11,player 1
1568,D3,Player 2
1569,H10,player 1
1570,S10,Player 2
1571,H12,player 1
1572,S8,Player 2
1573,S10,player 1
1574,C13,Player 2
1575,C12,Player 2
1576,Tie,Tie
1577,H7,player 1
1578,D4,player 1
1579,C12,Player 2
1580,H7,player 1
1581,S10,player 1
1582,D6,player 1
1583,D10,player 1
1584,D12,player 1
1585,D7,player 1
1586,H13,Player 2
1587,C11,Player 2
1588,D12,player 1
1589,H13,player 1
1590,H9,player 1
1591,S13,player 1
1592,S13,Player 2
1593,D12,player 1
1594,C5,player 1
1595,H7,player 1
1596,D12,player 1
1597,Tie,Tie
1598,H11,player 1
1599,D3,Player 2
1600,S7,player 1
1601,C4,player 1
1602,S8,Player 2
1603,D6,Player 2
1604,S13,player 1
1605,D6,player 1
1606,H12,Player 2
1607,H4,Player 2
1608,S5,Player 2
1609,D12,player 1
1610,H5,player 1
1611,H7,player 1
1612,S13,player 1
1613,S12,player 1
1614,D10,Player 2
1615,S11,Player 2
1616,C12,Player 2
1617,S5,Player 2
1618,S11,player 1
1619,S11,player 1
1620,S7,player 1
1621,H7,Player 2
1622,Tie,Tie
1623,C13,player 1
1624,D7,player 1
1625,D7,Player 2
1626,D10,player 1
1627,S11,player 1
1628,D13,player 1
1629,C10,player 1
1630,H12,Player 2
1631,H7,player 1
1632,Tie,Tie
1633,S10,player 1
1634,Tie,Tie
1635,S8,player 1
1636,D13,Player 2
1637,S10,Player 2
1638,C8,Player 2
1639,H8,player 1
1640,S9,Player 2
1641,D5,Player 2
1642,D9,Player 2
1643,H11,Player 2
1644,H11,player 1
1645,D13,Player 2
1646,H8,Player 2
1647,H5,Player 2
1648,H11,player 1
1649,D11,player 1
1650,S4,player 1
1651,C7,Player 2
1652,S11,player 1
1653,Tie,Tie
1654,C11,player 1
1655,D11,Player 2
1656,S12,player 1
1657,D9,Player 2
1658,H7,Player 2
1659,H5,Player 2
1660,D13,Player 2
1661,H3,Player 2
1662,S12,Player 2
1663,D9,Player 2
1664,S9,Player 2
1665,D12,player 1
1666,C12,player 1
1667,C11,player 1
1668,D10,Player 2
1669,D13,Player 2
1670,H9,player 1
1671,C12,Player 2
1672,D7,player 1
1673,H9,Player 2
1674,C11,player 1
1675,C10,Player 2
1676,D5,player 1
1677,D12,Player 2
1678,S11,player 1
1679,C4,player 1
1680,H12,Player 2
1681,C13,Player 2
1682,S7,player 1
1683,D13,player 1
1684,S7,player 1
1685,H13,Player 2
1686,D6,player 1
1687,Tie,Tie
1688,H9,Player 2
1689,H3,player 1
1690,S10,Player 2
1691,S12,Player 2
1692,C10,Player 2
1693,D8,Player 2
1694,C13,Player 2
1695,D6,Player 2
1696,Tie,Tie
1697,D9,Player 2
1698,H8,player 1
1699,H11,player 1
1700,H11,Player 2
1701,S10,Player 2
1702,H8,Player 2
1703,S13,player 1
1704,D4,Player 2
1705,D9,Player 2
1706,S9,player 1
1707,H10,player 1
1708,C13,Player 2
1709,C13,Player 2
1710,S9,Player 2
1711,C6,player 1
1712,D7,player 1
1713,D7,Player 2
1714,S8,Player 2
1715,H9,Player 2
1716,D5,Player 2
1717,C13,Player 2
1718,H11,player 1
1719,C4,Player 2
1720,H11,Player 2
1721,D13,player 1
1722,C12,player 1
1723,S4,player 1
1724,S9,player 1
1725,S10,player 1
1726,H6,Player 2
1727,S13,Player 2
1728,H8,Player 2
1729,S3,player 1
1730,C12,Player 2
1731,H10,player 1
1732,D10,player 1
1733,D13,player 1
1734,Tie,Tie
1735,C3,player 1
1736,Tie,Tie
1737,H12,player 1
1738,H9,Player 2
1739,D11,Player 2
1740,C10,player 1
1741,D5,player 1
1742,H7,player 1
1743,D9,Player 2
1744,H6,player 1
1745,D7,Player 2
1746,H5,Player 2
1747,H13,Player 2
1748,D12,player 1
1749,S11,player 1
1750,H13,player 1
1751,Tie,Tie
1752,C4,Player 2
1753,C10,player 1
1754,D12,Player 2
1755,S10,Player 2
1756,C6,Player 2
1757,D5,player 1
1758,H11,player 1
1759,D12,player 1
1760,C4,Player 2
1761,S2,player 1
1762,S7,player 1
1763,S5,Player 2
1764,D10,Player 2
1765,D12,player 1
1766,D12,player 1
1767,S10,Player 2
1768,H13,player 1
1769,D10,player 1
1770,H9,player 1
1771,H7,player 1
1772,S6,Player 2
1773,D7,player 1
1774,S10,player 1
1775,S7,player 1
1776,S8,Player 2
1777,C10,Player 2
1778,D9,player 1
1779,C13,player 1
1780,H8,Player 2
1781,S13,Player 2
1782,H10,Player 2
1783,C9,player 1
1784,C8,player 1
1785,H5,Player 2
1786,H5,Player 2
1787,H5,Player 2
1788,S5,Player 2
1789,H11,Player 2
1790,D13,player 1
1791,S13,player 1
1792,S5,player 1
1793,C6,Player 2
1794,D11,Player 2
1795,S8,Player 2
1796,H9,Player 2
1797,S8,Player 2
1798,S10,Player 2
1799,S13,player 1
1800,D12,player 1
1801,H7,Player 2
1802,Tie,Tie
1803,S6,player 1
1804,D12,Player 2
1805,D11,player 1
1806,C10,Player 2
1807,C12,Player 2
1808,D13,Player 2
1809,H8,player 1
1810,C12,Player 2
1811,D10,Player 2
1812,D6,Player 2
1813,D11,Player 2
1814,C10,player 1
1815,S12,Player 2
1816,C12,player 1
1817,C6,player 1
1818,H7,player 1
1819,S13,player 1
1820,H7,Player 2
1821,S10,player 1
1822,C13,Player 2
1823,C7,player 1
1824,S13,player 1
1825,C6,player 1
1826,S3,Player 2
1827,S12,Player 2
1828,Tie,Tie
1829,C4,player 1
1830,H9,Player 2
1831,S12,Player 2
1832,S2,player 1
1833,Tie,Tie
1834,D5,Player 2
1835,C4,player 1
1836,H10,Player 2
1837,D9,player 1
1838,H10,player 1
1839,D12,player 1
1840,S11,Player 2
1841,H8,player 1
1842,D11,player 1
1843,S10,player 1
1844,D13,player 1
1845,D5,Player 2
1846,C9,player 1
1847,H11,Player 2
1848,S9,player 1
1849,D9,Player 2
1850,Tie,Tie
1851,S9,player 1
1852,C13,Player 2
1853,C10,Player 2
1854,C13,player 1
1855,C9,player 1
1856,H12,player 1
1857,H5,Player 2
1858,S9,player 1
1859,D11,Player 2
1860,S12,player 1
1861,S7,Player 2
1862,S10,player 1
1863,H9,player 1
1864,S10,Player 2
1865,H6,player 1
1866,Tie,Tie
1867,C4,Player 2
1868,C7,player 1
1869,S11,Player 2
1870,H13,player 1
1871,D9,player 1
1872,H5,player 1
1873,D7,player 1
1874,C8,player 1
1875,C9,Player 2
1876,D12,player 1
1877,H10,player 1
1878,D11,player 1
1879,S6,Player 2
1880,S5,Player 2
1881,C4,Player 2
1882,H6,player 1
1883,Tie,Tie
1884,D7,player 1
1885,H10,player 1
1886,S8,Player 2
1887,S10,player 1
1888,H9,player 1
1889,S12,Player 2
1890,Tie,Tie
1891,H12,player 1
1892,C11,player 1
1893,C11,player 1
1894,H7,player 1
1895,H13,player 1
1896,H12,player 1
1897,C9,Player 2
1898,C13,Player 2
1899,D11,Player 2
1900,S13,Player 2
1901,D8,Player 2
1902,D11,player 1
1903,H10,player 1
1904,H13,player 1
1905,H5,Player 2
1906,D12,player 1
1907,C13,player 1
1908,D13,Player 2
1909,Tie,Tie
1910,H7,player 1
1911,Tie,Tie
1912,H13,player 1
1913,D13,Player 2
1914,H7,Player 2
1915,S5,Player 2
1916,Tie,Tie
1917,D13,player 1
1918,S10,player 1
1919,S10,player 1
1920,D13,player 1
1921,D8,Player 2
1922,C12,player 1
1923,S8,player 1
1924,C5,player 1
1925,S13,player 1
1926,H9,Player 2
1927,H8,player 1
1928,D6,Player 2
1929,D10,Player 2
1930,H9,player 1
1931,D7,player 1
1932,H5,Player 2
1933,C9,player 1
1934,D11,player 1
1935,H8,Player 2
1936,C12,player 1
1937,C9,Player 2
1938,C11,Player 2
1939,S13,player 1
1940,S12,Player 2
1941,H10,Player 2
1942,C8,Player 2
1943,S5,Player 2
1944,C4,Player 2
1945,H11,Player 2
1946,H7,player 1
1947,D11,player 1
1948,D13,player 1
1949,C8,Player 2
1950,H2,player 1
1951,C5,player 1
1952,H9,Player 2
1953,H6,player 1
1954,S9,Player 2
1955,C9,Player 2
1956,H13,Player 2
1957,S7,player 1
1958,C10,Player 2
1959,D9,Player 2
1960,H11,player 1
1961,S8,player 1
1962,S11,player 1
1963,C3,player 1
1964,H11,player 1
1965,D11,Player 2
1966,H4,Player 2
1967,S10,Player 2
1968,S11,player 1
1969,S13,Player 2
1970,C12,Player 2
1971,C6,Player 2
1972,C7,Player 2
1973,H8,Player 2
1974,H6,player 1
1975,S7,player 1
1976,D9,Player 2
1977,H9,player 1
1978,C11,Player 2
1979,H10,Player 2
1980,D8,Player 2
1981,S13,Player 2
1982,C9,player 1
1983,D11,Player 2
1984,H12,Player 2
1985,H9,player 1
1986,C11,Player 2
1987,C8,player 1
1988,C12,Player 2
1989,H10,Player 2
1990,D5,Player 2
1991,H10,Player 2
1992,D11,Player 2
1993,H2,player 1
1994,C6,Player 2
1995,D11,Player 2
1996,S2,Player 2
1997,H7,player 1
1998,S12,Player 2
1999,S11,player 1
2000,H12,Player 2
2001,S7,Player 2
2002,S10,Player 2
2003,C8,player 1
2004,D12,Player 2
2005,D13,player 1
2006,S5,player 1
2007,D10,Player 2
2008,H11,Player 2
2009,C9,Player 2
2010,C11,Player 2
2011,H3,Player 2
2012,D6,player 1
2013,D6,Player 2
2014,S5,Player 2
2015,Tie,Tie
2016,S6,player 1
2017,C12,player 1
2018,C13,player 1
2019,Tie,Tie
2020,H12,Player 2
2021,C7,Player 2
2022,C6,player 1
2023,S11,Player 2
2024,S12,Player 2
2025,Tie,Tie
2026,C8,player 1
2027,S12,Player 2
2028,S7,player 1
2029,H13,player 1
2030,D13,Player 2
2031,D4,Player 2
2032,D13,Player 2
2033,H4,player 1
2034,S11,player 1
2035,C13,Player 2
2036,S11,player 1
2037,H11,Player 2
2038,D10,Player 2
2039,C10,Player 2
2040,H12,player 1
2041,S12,Player 2
2042,S6,Player 2
2043,H6,Player 2
2044,D4,player 1
2045,S5,player 1
2046,D9,Player 2
2047,D11,player 1
2048,S7,Player 2
2049,S11,player 1
2050,D11,player 1
2051,S5,Player 2
2052,S4,Player 2
2053,S13,Player 2
2054,Tie,Tie
2055,H11,player 1
2056,C7,Player 2
2057,H13,player 1
2058,H4,player 1
2059,H13,Player 2
2060,D11,player 1
2061,H12,player 1
2062,C9,player 1
2063,D9,Player 2
2064,Tie,Tie
2065,D8,player 1
2066,S12,player 1
2067,D8,player 1
2068,Tie,Tie
2069,D13,player 1
2070,D13,Player 2
2071,D9,player 1
2072,C12,Player 2
2073,S10,Player 2
2074,H7,player 1
2075,H8,player 1
2076,S11,Player 2
2077,Tie,Tie
2078,S13,player 1
2079,H7,Player 2
2080,S10,Player 2
2081,C6,player 1
2082,C12,player 1
2083,C7,player 1
2084,H12,Player 2
2085,S8,player 1
2086,D13,Player 2
2087,D6,Player 2
2088,S7,player 1
2089,C13,player 1
2090,Tie,Tie
2091,C5,Player 2
2092,Tie,Tie
2093,C10,player 1
2094,H11,player 1
2095,C10,player 1
2096,C8,player 1
2097,C11,Player 2
2098,C13,Player 2
2099,S11,Player 2
2100,C6,Player 2
2101,S9,Player 2
2102,D12,Player 2
2103,C11,Player 2
2104,C8,Player 2
2105,H9,Player 2
2106,H8,player 1
2107,H12,player 1
2108,S13,player 1
2109,S9,Player 2
2110,S11,Player 2
2111,Tie,Tie
2112,D11,Player 2
2113,H9,Player 2
2114,S13,player 1
2115,S12,player 1
2116,Tie,Tie
2117,H13,Player 2
2118,C3,Player 2
2119,H10,Player 2
2120,C12,player 1
2121,S6,Player 2
2122,H9,Player 2
2123,C8,Player 2
2124,C7,Player 2
2125,C12,Player 2
2126,H4,player 1
2127,S11,player 1
2128,H10,Player 2
2129,H7,player 1
2130,H4,Player 2
2131,S13,Player 2
2132,H11,player 1
2133,C13,player 1
2134,D13,player 1
2135,S9,Player 2
2136,H11,player 1
2137,D10,Player 2
2138,S8,player 1
2139,Tie,Tie
2140,H10,player 1
2141,S13,Player 2
2142,D12,Player 2
2143,C6,player 1
2144,S12,player 1
2145,C6,player 1
2146,C13,Player 2
2147,H8,player 1
2148,D9,Player 2
2149,C9,player 1
2150,S3,player 1
2151,C8,player 1
2152,Tie,Tie
2153,C11,player 1
2154,D13,Player 2
2155,C6,player 1
2156,S3,player 1
2157,H12,player 1
2158,C10,Player 2
2159,H7,Player 2
2160,H13,player 1
2161,S8,player 1
2162,C9,Player 2
2163,C12,player 1
2164,D7,Player 2
2165,H2,player 1
2166,D3,Player 2
2167,H11,Player 2
2168,C11,player 1
2169,S7,player 1
2170,Tie,Tie
2171,H13,player 1
2172,H6,Player 2
2173,C5,Player 2
2174,H10,player 1
2175,C8,player 1
2176,S6,Player 2
2177,D10,Player 2
2178,H8,player 1
2179,C10,Player 2
2180,D10,player 1
2181,D7,Player 2
2182,S9,Player 2
2183,H3,Player 2
2184,S13,player 1
2185,C5,player 1
2186,C11,player 1
2187,D11,player 1
2188,H6,player 1
2189,H10,player 1
2190,D11,player 1
2191,D9,player 1
2192,C9,player 1
2193,D2,Player 2
2194,C11,player 1
2195,H13,Player 2
2196,D7,player 1
2197,C13,player 1
2198,S8,player 1
2199,S11,Player 2
2200,C3,player 1
2201,D11,player 1
2202,H4,player 1
2203,C2,Player 2
2204,D4,Player 2
2205,C9,Player 2
2206,C8,player 1
2207,S11,Player 2
2208,D10,Player 2
2209,H11,Player 2
2210,S6,player 1
2211,D13,Player 2
2212,D8,Player 2
2213,S9,Player 2
2214,S12,Player 2
2215,H5,player 1
2216,C4,player 1
2217,H7,Player 2
2218,S8,player 1
2219,C8,player 1
2220,C13,player 1
2221,S12,Player 2
2222,C13,player 1
2223,D13,Player 2
2224,S10,player 1
2225,C12,Player 2
2226,H6,player 1
2227,S3,player 1
2228,H10,Player 2
2229,S7,Player 2
2230,C12,player 1
2231,C8,player 1
2232,C11,Player 2
2233,D13,Player 2
2234,C11,player 1
2235,S10,player 1
2236,C6,player 1
2237,Tie,Tie
2238,D8,Player 2
2239,C13,player 1
2240,D8,player 1
2241,S11,Player 2
2242,C10,player 1
2243,S13,player 1
2244,D11,player 1
2245,C12,Player 2
2246,D7,Player 2
2247,S13,Player 2
2248,S6,Player 2
2249,S10,player 1
2250,H13,player 1
2251,Tie,Tie
2252,C3,player 1
2253,S12,Player 2
2254,C12,Player 2
2255,D6,player 1
2256,D6,Player 2
2257,S3,player 1
2258,S13,player 1
2259,H9,Player 2
2260,S12,Player 2
2261,S5,Player 2
2262,H13,player 1
2263,D7,player 1
2264,D7,player 1
2265,D12,player 1
2266,Tie,Tie
2267,C10,player 1
2268,H10,player 1
2269,H12,player 1
2270,H7,Player 2
2271,C13,player 1
2272,D11,player 1
2273,H11,player 1
2274,H11,Player 2
2275,D12,player 1
2276,S13,Player 2
2277,S9,player 1
2278,H11,player 1
2279,H5,player 1
2280,C13,player 1
2281,S9,player 1
2282,C11,player 1
2283,D13,player 1
2284,Tie,Tie
2285,H8,player 1
2286,C8,Player 2
2287,S12,Player 2
2288,H11,player 1
2289,D12,Player 2
2290,D10,Player 2
2291,S9,player 1
2292,H13,Player 2
2293,S8,Player 2
2294,S8,Player 2
2295,Tie,Tie
2296,S12,player 1
2297,S8,Player 2
2298,S10,player 1
2299,C11,Player 2
2300,Tie,Tie
2301,D4,player 1
2302,Tie,Tie
2303,S11,Player 2
2304,D4,player 1
2305,Tie,Tie
2306,C9,player 1
2307,D11,Player 2
2308,D12,player 1
2309,C13,player 1
2310,Tie,Tie
2311,S8,Player 2
2312,H8,player 1
2313,D6,Player 2
2314,H11,Player 2
2315,H8,Player 2
2316,C7,player 1
2317,S13,Player 2
2318,D5,player 1
2319,C11,player 1
2320,S13,player 1
2321,D12,player 1
2322,D5,player 1
2323,D11,Player 2
2324,Tie,Tie
2325,C7,player 1
2326,D4,Player 2
2327,C10,Player 2
2328,S13,Player 2
2329,D6,player 1
2330,H8,Player 2
2331,H8,Player 2
2332,H13,Player 2
2333,S9,player 1
2334,C7,Player 2
2335,Tie,Tie
2336,Tie,Tie
2337,D10,player 1
2338,C13,Player 2
2339,H7,Player 2
2340,H10,Player 2
2341,D8,player 1
2342,H12,Player 2
2343,D3,Player 2
2344,C13,Player 2
2345,Tie,Tie
2346,H5,Player 2
2347,C7,Player 2
2348,D9,player 1
2349,C10,player 1
2350,C3,player 1
2351,Tie,Tie
2352,S11,player 1
2353,D13,player 1
2354,S12,player 1
2355,C13,Player 2
2356,C6,Player 2
2357,S13,player 1
2358,C5,Player 2
2359,S8,player 1
2360,S13,Player 2
2361,D8,Player 2
2362,D6,player 1
2363,D9,Player 2
2364,S11,player 1
2365,D11,player 1
2366,C10,Player 2
2367,C13,Player 2
2368,D11,Player 2
2369,C7,player 1
2370,H5,player 1
2371,D10,player 1
2372,C11,player 1
2373,D9,player 1
2374,C11,player 1
2375,D5,Player 2
2376,C12,Player 2
2377,S13,Player 2
2378,H12,Player 2
2379,H9,player 1
2380,S4,player 1
2381,D8,Player 2
2382,H12,Player 2
2383,D12,Player 2
2384,H12,Player 2
2385,H13,player 1
2386,C6,Player 2
2387,S7,Player 2
2388,C13,Player 2
2389,S11,Player 2
2390,D8,Player 2
2391,C9,player 1
2392,S2,player 1
2393,D12,Player 2
2394,D13,player 1
2395,H12,player 1
2396,Tie,Tie
2397,C5,Player 2
2398,C9,player 1
2399,C11,player 1
2400,S9,player 1
2401,S11,player 1
2402,S12,player 1
2403,S9,Player 2
2404,H8,Player 2
2405,H12,Player 2
2406,H12,Player 2
2407,S11,Player 2
2408,H12,player 1
2409,S13,Player 2
2410,S13,player 1
2411,S10,player 1
2412,C12,Player 2
2413,S9,player 1
2414,D13,Player 2
2415,S13,player 1
2416,Tie,Tie
2417,H11,Player 2
2418,D2,Player 2
2419,S6,Player 2
2420,C5,player 1
2421,C13,Player 2
2422,D13,player 1
2423,D9,player 1
2424,H9,player 1
2425,D8,Player 2
2426,S12,player 1
2427,C13,Player 2
2428,S12,Player 2
2429,C11,Player 2
2430,S12,player 1
2431,C11,Player 2
2432,C12,Player 2
2433,C12,player 1
2434,C4,Player 2
2435,H10,Player 2
2436,H7,player 1
2437,H5,player 1
2438,S13,Player 2
2439,H13,player 1
2440,D13,Player 2
2441,H12,Player 2
2442,C13,Player 2
2443,H7,Player 2
2444,C5,player 1
2445,C8,Player 2
2446,S3,Player 2
2447,D13,Player 2
2448,H13,player 1
2449,S9,Player 2
2450,H11,player 1
2451,S9,Player 2
2452,S3,Player 2
2453,Tie,Tie
2454,S11,Player 2
2455,D9,Player 2
2456,S5,Player 2
2457,D10,player 1
2458,C10,player 1
2459,C11,Player 2
2460,H10,Player 2
2461,S8,Player 2
2462,H3,player 1
2463,H13,player 1
2464,D9,Player 2
2465,D13,player 1
2466,D11,player 1
2467,C13,Player 2
2468,D9,player 1
2469,C6,player 1
2470,C13,player 1
2471,Tie,Tie
2472,S5,player 1
2473,H11,Player 2
2474,D13,Player 2
2475,S9,Player 2
2476,C13,player 1
2477,S12,Player 2
2478,D13,Player 2
2479,H7,Player 2
2480,S7,player 1
2481,C13,Player 2
2482,Tie,Tie
2483,D9,player 1
2484,H11,Player 2
2485,H6,Player 2
2486,D3,Player 2
2487,D13,player 1
2488,D11,Player 2
2489,S8,Player 2
2490,D7,player 1
2491,D9,Player 2
2492,S10,player 1
2493,C11,player 1
2494,S7,Player 2
2495,S4,player 1
2496,S6,Player 2
2497,C10,Player 2
2498,H13,Player 2
2499,C5,player 1
2500,D5,player 1
2501,S7,player 1
2502,D10,Player 2
2503,S11,player 1
2504,D12,Player 2
2505,Tie,Tie
2506,H13,player 1
2507,S9,Player 2
2508,D7,Player 2
2509,D8,player 1
2510,D10,player 1
2511,S8,player 1
2512,H3,player 1
2513,C4,player 1
2514,H7,Player 2
2515,H12,Player 2
2516,C6,player 1
2517,H10,Player 2
2518,H11,player 1
2519,H9,player 1
2520,D12,Player 2
2521,H2,Player 2
2522,C13,Player 2
2523,S6,Player 2
2524,H13,Player 2
2525,S9,Player 2
2526,C8,player 1
2527,C5,Player 2
2528,D9,player 1
2529,H12,Player 2
2530,C8,player 1
2531,S9,player 1
2532,H10,Player 2
2533,Tie,Tie
2534,D5,player 1
2535,H11,player 1
2536,H13,Player 2
2537,Tie,Tie
2538,C8,player 1
2539,D7,Player 2
2540,S9,player 1
2541,D13,player 1
2542,H11,Player 2
2543,D10,Player 2
2544,S11,Player 2
2545,H12,Player 2
2546,C8,player 1
2547,Tie,Tie
2548,H11,player 1
2549,D13,player 1
2550,Tie,Tie
2551,D5,Player 2
2552,C12,player 1
2553,H11,Player 2
2554,H13,player 1
2555,D10,Player 2
2556,H11,Player 2
2557,S10,Player 2
2558,Tie,Tie
2559,D12,player 1
2560,D12,player 1
2561,S6,Player 2
2562,S7,Player 2
2563,D11,Player 2
2564,H10,Player 2
2565,H8,player 1
2566,Tie,Tie
2567,C12,player 1
2568,D3,player 1
2569,S13,Player 2
2570,C13,player 1
2571,D10,player 1
2572,S5,Player 2
2573,H8,player 1
2574,D9,player 1
2575,S10,player 1
2576,D12,player 1
2577,S10,Player 2
2578,H12,player 1
2579,D7,Player 2
2580,H11,Player 2
2581,Tie,Tie
2582,D7,Player 2
2583,C9,Player 2
2584,S12,Player 2
2585,S10,player 1
2586,S10,Player 2
2587,S11,Player 2
2588,C10,player 1
2589,D9,Player 2
2590,Tie,Tie
2591,D10,player 1
2592,Tie,Tie
2593,S12,Player 2
2594,Tie,Tie
2595,S8,Player 2
2596,S10,player 1
2597,D13,player 1
2598,C13,player 1
2599,S3,Player 2
2600,C12,Player 2
2601,H7,player 1
2602,C9,player 1
2603,S6,Player 2
2604,S9,Player 2
2605,S13,player 1
2606,D8,player 1
2607,Tie,Tie
2608,C11,Player 2
2609,H8,Player 2
2610,C5,player 1
2611,Tie,Tie
2612,S11,Player 2
2613,C10,player 1
2614,H11,player 1
2615,S9,Player 2
2616,H8,Player 2
2617,D4,Player 2
2618,C11,player 1
2619,S10,player 1
2620,Tie,Tie
2621,S10,player 1
2622,S13,player 1
2623,H10,Player 2
2624,S13,player 1
2625,D9,Player 2
2626,H10,Player 2
2627,D9,player 1
2628,S13,player 1
2629,C12,player 1
2630,Tie,Tie
2631,Tie,Tie
2632,S11,Player 2
2633,S11,Player 2
2634,D10,Player 2
2635,C4,Player 2
2636,S7,Player 2
2637,C12,player 1
2638,C13,Player 2
2639,C8,Player 2
2640,S9,Player 2
2641,C6,player 1
2642,D13,Player 2
2643,S7,player 1
2644,C8,player 1
2645,C2,Player 2
2646,D11,Player 2
2647,D5,player 1
2648,Tie,Tie
2649,D7,player 1
2650,H9,player 1
2651,H4,player 1
2652,H11,Player 2
2653,H12,player 1
2654,S9,Player 2
2655,H12,player 1
2656,C13,Player 2
2657,H8,Player 2
2658,S13,Player 2
2659,H6,player 1
2660,D3,player 1
2661,H10,Player 2
2662,D4,player 1
2663,C9,player 1
2664,C13,Player 2
2665,C13,player 1
2666,H5,player 1
2667,D7,Player 2
2668,C13,Player 2
2669,H12,player 1
2670,C13,Player 2
2671,S8,player 1
2672,S10,player 1
2673,C11,Player 2
2674,H9,player 1
2675,D10,Player 2
2676,C11,player 1
2677,C11,Player 2
2678,S9,player 1
2679,D12,Player 2
2680,C13,player 1
2681,Tie,Tie
2682,D10,Player 2
2683,Tie,Tie
2684,H6,player 1
2685,H8,player 1
2686,D7,player 1
2687,C13,Player 2
2688,C12,Player 2
2689,D10,Player 2
2690,S9,Player 2
2691,C10,Player 2
2692,C4,player 1
2693,H4,player 1
2694,S7,player 1
2695,H9,Player 2
2696,S12,player 1
2697,D7,player 1
2698,D10,player 1
2699,S13,player 1
2700,D7,Player 2
2701,H10,player 1
2702,C7,Player 2
2703,D13,player 1
2704,C13,player 1
2705,H12,player 1
2706,H7,player 1
2707,C6,Player 2
2708,D13,player 1
2709,D6,Player 2
2710,S12,Player 2
2711,S9,player 1
2712,H5,Player 2
2713,C7,player 1
2714,C6,player 1
2715,H9,Player 2
2716,S13,Player 2
2717,D4,player 1
2718,H8,player 1
2719,S10,player 1
2720,H8,player 1
2721,H7,Player 2
2722,S7,player 1
2723,C9,player 1
2724,H11,Player 2
2725,H7,player 1
2726,D7,player 1
2727,D3,Player 2
2728,H8,Player 2
2729,H2,player 1
2730,C7,Player 2
2731,C11,player 1
2732,H7,Player 2
2733,H11,player 1
2734,H9,player 1
2735,D8,player 1
2736,C6,Player 2
2737,S12,Player 2
2738,H12,player 1
2739,C11,player 1
2740,C13,Player 2
2741,D11,player 1
2742,C8,Player 2
2743,S13,player 1
2744,D11,Player 2
2745,S12,Player 2
2746,S13,player 1
2747,D8,Player 2
2748,S12,Player 2
2749,H6,player 1
2750,D8,player 1
